login_id,retention,dau,group
257,0,1,group_2
225,0,1,group_2
34,0,1,group_1
209,0,1,group_2
27,0,1,group_2
203,0,1,group_2
205,0,1,group_2
321,0,1,group_2
259,0,1,group_2
196,0,1,group_1
42,0,1,group_1
161,0,1,group_2
251,0,1,group_2
46,0,1,group_1
144,0,1,group_1
325,0,1,group_2
30,0,1,group_1
12,0,1,group_1
212,0,1,group_1
250,0,1,group_1
375,0,1,group_2
176,0,1,group_1
164,0,1,group_1
6,0,1,group_1
88,0,1,group_1
356,0,1,group_1
110,0,1,group_1
61,0,1,group_2
142,0,1,group_1
147,0,1,group_2
145,0,1,group_2
48,0,1,group_1
180,0,1,group_1
96,0,1,group_1
217,0,1,group_2
289,0,1,group_2
296,0,1,group_1
330,0,1,group_1
260,0,1,group_1
125,0,1,group_2
111,0,1,group_2
77,0,1,group_2
173,0,1,group_2
75,0,1,group_2
25,0,1,group_2
364,0,1,group_1
371,0,1,group_2
99,0,1,group_2
281,0,1,group_2
178,0,1,group_1
78,0,1,group_1
244,0,1,group_1
54,0,1,group_1
335,0,1,group_2
326,0,1,group_1
22,0,1,group_1
117,0,1,group_2
108,0,1,group_1
170,0,1,group_1
113,0,1,group_2
228,0,1,group_1
354,0,1,group_1
337,0,1,group_2
277,0,1,group_2
127,0,1,group_2
2,0,1,group_1
214,0,1,group_1
361,0,1,group_2
341,0,1,group_2
143,0,1,group_2
710,0,1,group_1
708,0,1,group_1
384,0,1,group_1
576,0,1,group_1
510,0,1,group_1
514,0,1,group_1
582,0,1,group_1
783,0,1,group_2
726,0,1,group_1
418,0,1,group_1
706,0,1,group_1
670,0,1,group_1
452,0,1,group_1
700,0,1,group_1
528,0,1,group_1
772,0,1,group_1
678,0,1,group_1
476,0,1,group_1
784,0,1,group_1
580,0,1,group_1
634,0,1,group_1
520,0,1,group_1
724,0,1,group_1
674,0,1,group_1
614,0,1,group_1
596,0,1,group_1
711,0,1,group_2
550,0,1,group_1
508,0,1,group_1
394,0,1,group_1
732,0,1,group_1
560,0,1,group_1
654,0,1,group_1
548,0,1,group_1
738,0,1,group_1
616,0,1,group_1
720,0,1,group_1
554,0,1,group_1
680,0,1,group_1
406,0,1,group_1
704,0,1,group_1
390,0,1,group_1
586,0,1,group_1
702,0,1,group_1
445,0,1,group_2
458,0,1,group_1
728,0,1,group_1
640,0,1,group_1
460,0,1,group_1
546,0,1,group_1
420,0,1,group_1
630,0,1,group_1
659,0,1,group_2
530,0,1,group_1
642,0,1,group_1
424,0,1,group_1
644,0,1,group_1
764,0,1,group_1
569,0,1,group_2
414,0,1,group_1
564,0,1,group_1
556,0,1,group_1
462,0,1,group_1
600,0,1,group_1
771,0,1,group_2
664,0,1,group_1
718,0,1,group_1
470,0,1,group_1
608,0,1,group_1
658,0,1,group_1
534,0,1,group_1
538,0,1,group_1
430,0,1,group_1
737,0,1,group_2
786,0,1,group_1
612,0,1,group_1
500,0,1,group_1
524,0,1,group_1
440,0,1,group_1
656,0,1,group_1
393,0,1,group_2
497,0,1,group_2
562,0,1,group_1
317,1,1,group_2
549,0,1,group_2
648,0,1,group_1
696,0,1,group_1
712,0,1,group_1
511,0,1,group_2
428,0,1,group_1
628,0,1,group_1
494,0,1,group_1
746,0,1,group_1
558,0,1,group_1
388,0,1,group_1
522,0,1,group_1
305,1,1,group_2
684,0,1,group_1
398,0,1,group_1
627,0,1,group_2
666,0,1,group_1
584,0,1,group_1
752,0,1,group_1
492,0,1,group_1
544,0,1,group_1
787,0,1,group_2
403,0,1,group_2
29,1,1,group_2
618,0,1,group_1
484,0,1,group_1
472,0,1,group_1
434,0,1,group_1
643,0,1,group_2
552,0,1,group_1
685,0,1,group_2
770,0,1,group_1
781,0,1,group_2
679,0,1,group_2
387,0,1,group_2
694,0,1,group_1
622,0,1,group_1
578,0,1,group_1
410,0,1,group_1
620,0,1,group_1
725,0,1,group_2
400,0,1,group_1
624,0,1,group_1
422,0,1,group_1
638,0,1,group_1
782,0,1,group_1
419,0,1,group_2
518,0,1,group_1
504,0,1,group_1
444,0,1,group_1
590,0,1,group_1
396,0,1,group_1
540,0,1,group_1
482,0,1,group_1
557,0,1,group_2
507,0,1,group_2
480,0,1,group_1
408,0,1,group_1
478,0,1,group_1
382,0,1,group_1
646,0,1,group_1
788,0,1,group_1
727,0,1,group_2
661,0,1,group_2
688,0,1,group_1
722,0,1,group_1
762,0,1,group_1
589,0,1,group_2
459,0,1,group_2
698,0,1,group_1
539,0,1,group_2
429,0,1,group_2
774,0,1,group_1
636,0,1,group_1
632,0,1,group_1
742,0,1,group_1
579,0,1,group_2
662,0,1,group_1
768,0,1,group_1
677,0,1,group_2
676,0,1,group_1
435,0,1,group_2
521,0,1,group_2
758,0,1,group_1
451,0,1,group_2
474,0,1,group_1
660,0,1,group_1
402,0,1,group_1
668,0,1,group_1
570,0,1,group_1
778,0,1,group_1
512,0,1,group_1
486,0,1,group_1
606,0,1,group_1
488,0,1,group_1
775,0,1,group_2
609,0,1,group_2
598,0,1,group_1
637,0,1,group_2
767,0,1,group_2
751,0,1,group_2
602,0,1,group_1
736,0,1,group_1
568,0,1,group_1
547,0,1,group_2
509,0,1,group_2
769,0,1,group_2
423,0,1,group_2
559,0,1,group_2
641,0,1,group_2
740,0,1,group_1
691,0,1,group_2
750,0,1,group_1
756,0,1,group_1
682,0,1,group_1
468,0,1,group_1
466,0,1,group_1
594,0,1,group_1
647,0,1,group_2
502,0,1,group_1
392,0,1,group_1
391,0,1,group_2
329,1,1,group_2
604,0,1,group_1
617,0,1,group_2
766,0,1,group_1
744,0,1,group_1
490,0,1,group_1
449,0,1,group_2
517,0,1,group_2
626,0,1,group_1
542,0,1,group_1
585,0,1,group_2
469,0,1,group_2
409,0,1,group_2
734,0,1,group_1
404,0,1,group_1
716,0,1,group_1
599,0,1,group_2
695,0,1,group_2
571,0,1,group_2
754,0,1,group_1
496,0,1,group_1
536,0,1,group_1
386,0,1,group_1
432,0,1,group_1
780,0,1,group_1
487,0,1,group_2
489,0,1,group_2
645,0,1,group_2
747,0,1,group_2
535,0,1,group_2
421,0,1,group_2
436,0,1,group_1
416,0,1,group_1
730,0,1,group_1
565,0,1,group_2
433,0,1,group_2
610,0,1,group_1
412,0,1,group_1
761,0,1,group_2
567,0,1,group_2
438,0,1,group_1
671,0,1,group_2
481,0,1,group_2
283,1,1,group_2
473,0,1,group_2
485,0,1,group_2
607,0,1,group_2
655,0,1,group_2
439,0,1,group_2
652,0,1,group_1
519,0,1,group_2
464,0,1,group_1
686,0,1,group_1
475,0,1,group_2
446,0,1,group_1
457,0,1,group_2
574,0,1,group_1
572,0,1,group_1
741,0,1,group_2
437,0,1,group_2
11,1,1,group_2
619,0,1,group_2
454,0,1,group_1
733,0,1,group_2
591,0,1,group_2
581,0,1,group_2
703,0,1,group_2
776,0,1,group_1
456,0,1,group_1
692,0,1,group_1
663,0,1,group_2
777,0,1,group_2
785,0,1,group_2
672,0,1,group_1
379,1,1,group_2
773,0,1,group_2
516,0,1,group_1
713,0,1,group_2
417,0,1,group_2
187,1,1,group_2
157,1,1,group_2
532,0,1,group_1
739,0,1,group_2
693,0,1,group_2
526,0,1,group_1
592,0,1,group_1
426,0,1,group_1
729,0,1,group_2
689,0,1,group_2
442,0,1,group_1
625,0,1,group_2
566,0,1,group_1
714,0,1,group_1
506,0,1,group_1
633,0,1,group_2
503,0,1,group_2
541,0,1,group_2
743,0,1,group_2
748,0,1,group_1
651,0,1,group_2
467,0,1,group_2
690,0,1,group_1
450,0,1,group_1
577,0,1,group_2
483,0,1,group_2
765,0,1,group_2
615,0,1,group_2
760,0,1,group_1
227,1,1,group_2
701,0,1,group_2
588,0,1,group_1
448,0,1,group_1
650,0,1,group_1
441,0,1,group_2
498,0,1,group_1
1160,0,1,group_1
1116,0,1,group_1
1054,0,1,group_1
828,0,1,group_1
812,0,1,group_1
1048,0,1,group_1
957,0,1,group_2
956,0,1,group_1
888,0,1,group_1
994,0,1,group_1
993,0,1,group_2
1120,0,1,group_1
856,0,1,group_1
842,0,1,group_1
1018,0,1,group_1
940,0,1,group_1
1128,0,1,group_1
1111,0,1,group_2
976,0,1,group_1
1196,0,1,group_1
977,0,1,group_2
968,0,1,group_1
790,0,1,group_1
1152,0,1,group_1
984,0,1,group_1
1164,0,1,group_1
1019,0,1,group_2
1102,0,1,group_1
1108,0,1,group_1
948,0,1,group_1
870,0,1,group_1
1094,0,1,group_1
875,0,1,group_2
1036,0,1,group_1
987,0,1,group_2
996,0,1,group_1
1138,0,1,group_1
531,1,1,group_2
838,0,1,group_1
793,0,1,group_2
1030,0,1,group_1
1121,0,1,group_2
1064,0,1,group_1
946,0,1,group_1
1088,0,1,group_1
1092,0,1,group_1
852,0,1,group_1
1098,0,1,group_1
899,0,1,group_2
1192,0,1,group_1
950,0,1,group_1
1132,0,1,group_1
934,0,1,group_1
878,0,1,group_1
913,0,1,group_2
802,0,1,group_1
1038,0,1,group_1
1049,0,1,group_2
874,0,1,group_1
667,1,1,group_2
979,0,1,group_2
808,0,1,group_1
1190,0,1,group_1
1144,0,1,group_1
1090,0,1,group_1
880,0,1,group_1
848,0,1,group_1
1056,0,1,group_1
867,0,1,group_2
990,0,1,group_1
1178,0,1,group_1
1004,0,1,group_1
1042,0,1,group_1
912,0,1,group_1
1148,0,1,group_1
1041,0,1,group_2
822,0,1,group_1
841,0,1,group_2
1172,0,1,group_1
821,0,1,group_2
1198,0,1,group_1
906,0,1,group_1
824,0,1,group_1
1024,0,1,group_1
825,0,1,group_2
1186,0,1,group_1
1104,0,1,group_1
830,0,1,group_1
1122,0,1,group_1
928,0,1,group_1
1130,0,1,group_1
1046,0,1,group_1
897,0,1,group_2
1168,0,1,group_1
894,0,1,group_1
898,0,1,group_1
1040,0,1,group_1
978,0,1,group_1
854,0,1,group_1
988,0,1,group_1
820,0,1,group_1
923,0,1,group_2
1165,0,1,group_2
1060,0,1,group_1
1105,0,1,group_2
1053,0,1,group_2
826,0,1,group_1
1082,0,1,group_1
1110,0,1,group_1
926,0,1,group_1
850,0,1,group_1
1184,0,1,group_1
846,0,1,group_1
1033,0,1,group_2
1016,0,1,group_1
801,0,1,group_2
1166,0,1,group_1
1180,0,1,group_1
969,0,1,group_2
914,0,1,group_1
1156,0,1,group_1
1058,0,1,group_1
1028,0,1,group_1
1020,0,1,group_1
1066,0,1,group_1
1034,0,1,group_1
1026,0,1,group_1
949,0,1,group_2
1158,0,1,group_1
1027,0,1,group_2
836,0,1,group_1
833,0,1,group_2
1182,0,1,group_1
1159,0,1,group_2
924,0,1,group_1
1080,0,1,group_1
819,0,1,group_2
1044,0,1,group_1
813,0,1,group_2
951,0,1,group_2
463,1,1,group_2
887,0,1,group_2
918,0,1,group_1
1103,0,1,group_2
1137,0,1,group_2
839,0,1,group_2
1134,0,1,group_1
1194,0,1,group_1
1072,0,1,group_1
908,0,1,group_1
1078,0,1,group_1
992,0,1,group_1
972,0,1,group_1
1176,0,1,group_1
1140,0,1,group_1
1022,0,1,group_1
683,1,1,group_2
1145,0,1,group_2
929,0,1,group_2
798,0,1,group_1
814,0,1,group_1
986,0,1,group_1
1074,0,1,group_1
1100,0,1,group_1
884,0,1,group_1
974,0,1,group_1
799,0,1,group_2
970,0,1,group_1
1035,0,1,group_2
844,0,1,group_1
1009,0,1,group_2
1123,0,1,group_2
1043,0,1,group_2
998,0,1,group_1
553,1,1,group_2
1002,0,1,group_1
936,0,1,group_1
892,0,1,group_1
871,0,1,group_2
960,0,1,group_1
961,0,1,group_2
886,0,1,group_1
865,0,1,group_2
965,0,1,group_2
964,0,1,group_1
639,1,1,group_2
980,0,1,group_1
1202,0,1,group_1
932,0,1,group_1
1096,0,1,group_1
919,0,1,group_2
864,0,1,group_1
805,0,1,group_2
1084,0,1,group_1
952,0,1,group_1
1070,0,1,group_1
1023,0,1,group_2
904,0,1,group_1
1170,0,1,group_1
1011,0,1,group_2
997,0,1,group_2
1015,0,1,group_2
1149,0,1,group_2
1050,0,1,group_1
916,0,1,group_1
890,0,1,group_1
958,0,1,group_1
954,0,1,group_1
1017,0,1,group_2
873,0,1,group_2
1106,0,1,group_1
938,0,1,group_1
1086,0,1,group_1
973,0,1,group_2
882,0,1,group_1
855,0,1,group_2
1057,0,1,group_2
1163,0,1,group_2
859,0,1,group_2
1146,0,1,group_1
896,0,1,group_1
1197,0,1,group_2
1185,0,1,group_2
1073,0,1,group_2
1171,0,1,group_2
889,0,1,group_2
1174,0,1,group_1
605,1,1,group_2
1052,0,1,group_1
966,0,1,group_1
1031,0,1,group_2
1201,0,1,group_2
818,0,1,group_1
999,0,1,group_2
1010,0,1,group_1
804,0,1,group_1
1037,0,1,group_2
681,1,1,group_2
1012,0,1,group_1
902,0,1,group_1
807,0,1,group_2
1079,0,1,group_2
947,0,1,group_2
806,0,1,group_1
962,0,1,group_1
800,0,1,group_1
868,0,1,group_1
1076,0,1,group_1
995,0,1,group_2
834,0,1,group_1
879,0,1,group_2
1114,0,1,group_1
860,0,1,group_1
1181,0,1,group_2
869,0,1,group_2
1139,0,1,group_2
1032,0,1,group_1
1150,0,1,group_1
866,0,1,group_1
794,0,1,group_1
943,0,1,group_2
832,0,1,group_1
920,0,1,group_1
858,0,1,group_1
1008,0,1,group_1
1162,0,1,group_1
1124,0,1,group_1
1188,0,1,group_1
1068,0,1,group_1
876,0,1,group_1
905,0,1,group_2
1200,0,1,group_1
1118,0,1,group_1
1095,0,1,group_2
1091,0,1,group_2
1154,0,1,group_1
872,0,1,group_1
1195,0,1,group_2
1199,0,1,group_2
893,0,1,group_2
759,1,1,group_2
930,0,1,group_1
931,0,1,group_2
900,0,1,group_1
840,0,1,group_1
816,0,1,group_1
1112,0,1,group_1
1000,0,1,group_1
1119,0,1,group_2
941,0,1,group_2
944,0,1,group_1
37,2,1,group_2
811,0,1,group_2
1126,0,1,group_1
922,0,1,group_1
1131,0,1,group_2
910,0,1,group_1
827,0,1,group_2
921,0,1,group_2
901,0,1,group_2
810,0,1,group_1
862,0,1,group_1
1142,0,1,group_1
982,0,1,group_1
861,0,1,group_2
675,1,1,group_2
1006,0,1,group_1
959,0,1,group_2
1014,0,1,group_1
1075,0,1,group_2
817,0,1,group_2
1047,0,1,group_2
1136,0,1,group_1
1062,0,1,group_1
971,0,1,group_2
1177,0,1,group_2
1173,0,1,group_2
792,0,1,group_1
942,0,1,group_1
1256,0,1,group_1
1398,0,1,group_1
1464,0,1,group_1
1442,0,1,group_1
1288,0,1,group_1
1320,0,1,group_1
1220,0,1,group_1
1422,0,1,group_1
1206,0,1,group_1
1376,0,1,group_1
1226,0,1,group_1
1490,0,1,group_1
1284,0,1,group_1
1342,0,1,group_1
1430,0,1,group_1
1234,0,1,group_1
1316,0,1,group_1
1412,0,1,group_1
1330,0,1,group_1
1239,0,1,group_2
1500,0,1,group_1
1222,0,1,group_1
1372,0,1,group_1
1356,0,1,group_1
1304,0,1,group_1
1344,0,1,group_1
1336,0,1,group_1
1494,0,1,group_1
1378,0,1,group_1
1268,0,1,group_1
1169,1,1,group_2
1246,0,1,group_1
1516,0,1,group_1
1300,0,1,group_1
1458,0,1,group_1
1324,0,1,group_1
1318,0,1,group_1
1450,0,1,group_1
1478,0,1,group_1
1452,0,1,group_1
1348,0,1,group_1
1216,0,1,group_1
1306,0,1,group_1
1456,0,1,group_1
1272,0,1,group_1
1453,0,1,group_2
1432,0,1,group_1
1434,0,1,group_1
1392,0,1,group_1
1486,0,1,group_1
1278,0,1,group_1
1236,0,1,group_1
1254,0,1,group_1
1488,0,1,group_1
1470,0,1,group_1
1394,0,1,group_1
1466,0,1,group_1
1333,0,1,group_2
1418,0,1,group_1
1508,0,1,group_1
1510,0,1,group_1
1314,0,1,group_1
1294,0,1,group_1
1502,0,1,group_1
1224,0,1,group_1
1347,0,1,group_2
1406,0,1,group_1
1193,1,1,group_2
1426,0,1,group_1
1292,0,1,group_1
1474,0,1,group_1
1232,0,1,group_1
1436,0,1,group_1
1276,0,1,group_1
1396,0,1,group_1
1511,0,1,group_2
1250,0,1,group_1
1404,0,1,group_1
1438,0,1,group_1
1308,0,1,group_1
1382,0,1,group_1
1370,0,1,group_1
1204,0,1,group_1
1390,0,1,group_1
1424,0,1,group_1
1435,0,1,group_2
1279,0,1,group_2
1446,0,1,group_1
1498,0,1,group_1
1286,0,1,group_1
1408,0,1,group_1
1368,0,1,group_1
1258,0,1,group_1
1237,0,1,group_2
1228,0,1,group_1
1230,0,1,group_1
1439,0,1,group_2
1350,0,1,group_1
1405,0,1,group_2
1351,0,1,group_2
1219,0,1,group_2
1437,0,1,group_2
1248,0,1,group_1
1414,0,1,group_1
1419,0,1,group_2
1208,0,1,group_1
1358,0,1,group_1
1482,0,1,group_1
1322,0,1,group_1
1311,0,1,group_2
1223,0,1,group_2
1203,0,1,group_2
1444,0,1,group_1
1338,0,1,group_1
1352,0,1,group_1
1366,0,1,group_1
1457,0,1,group_2
1362,0,1,group_1
1463,0,1,group_2
1218,0,1,group_1
1416,0,1,group_1
1505,0,1,group_2
1252,0,1,group_1
1492,0,1,group_1
1298,0,1,group_1
1340,0,1,group_1
1282,0,1,group_1
587,2,1,group_2
1384,0,1,group_1
1409,0,1,group_2
1491,0,1,group_2
1332,0,1,group_1
1334,0,1,group_1
1263,0,1,group_2
1513,0,1,group_2
1328,0,1,group_1
1341,0,1,group_2
1317,0,1,group_2
1274,0,1,group_1
1440,0,1,group_1
1249,0,1,group_2
1506,0,1,group_1
1462,0,1,group_1
1354,0,1,group_1
1290,0,1,group_1
1183,1,1,group_2
1389,0,1,group_2
1386,0,1,group_1
1399,0,1,group_2
1212,0,1,group_1
1433,0,1,group_2
1468,0,1,group_1
1266,0,1,group_1
1476,0,1,group_1
1269,0,1,group_2
1305,0,1,group_2
1315,0,1,group_2
1428,0,1,group_1
1310,0,1,group_1
1460,0,1,group_1
1115,1,1,group_2
1227,0,1,group_2
1441,0,1,group_2
1417,0,1,group_2
1244,0,1,group_1
1514,0,1,group_1
1302,0,1,group_1
1312,0,1,group_1
1153,1,1,group_2
1423,0,1,group_2
1388,0,1,group_1
79,3,1,group_2
1364,0,1,group_1
1287,0,1,group_2
1461,0,1,group_2
1217,0,1,group_2
1475,0,1,group_2
1387,0,1,group_2
1271,0,1,group_2
1459,0,1,group_2
1499,0,1,group_2
1400,0,1,group_1
1448,0,1,group_1
1360,0,1,group_1
1496,0,1,group_1
1425,0,1,group_2
1270,0,1,group_1
1175,1,1,group_2
1367,0,1,group_2
1210,0,1,group_1
1240,0,1,group_1
1299,0,1,group_2
1480,0,1,group_1
1374,0,1,group_1
1380,0,1,group_1
1259,0,1,group_2
1265,0,1,group_2
1484,0,1,group_1
1214,0,1,group_1
1512,0,1,group_1
1493,0,1,group_2
1260,0,1,group_1
1479,0,1,group_2
1238,0,1,group_1
1326,0,1,group_1
1381,0,1,group_2
1343,0,1,group_2
383,2,1,group_2
1410,0,1,group_1
1420,0,1,group_1
1211,0,1,group_2
1346,0,1,group_1
1280,0,1,group_1
1449,0,1,group_2
1262,0,1,group_1
1431,0,1,group_2
1264,0,1,group_1
1472,0,1,group_1
1296,0,1,group_1
1465,0,1,group_2
1363,0,1,group_2
1454,0,1,group_1
1242,0,1,group_1
1402,0,1,group_1
1504,0,1,group_1
1598,0,1,group_1
1626,0,1,group_1
1716,0,1,group_1
1674,0,1,group_1
1786,0,1,group_1
1530,0,1,group_1
1538,0,1,group_1
1788,0,1,group_1
1576,0,1,group_1
1558,0,1,group_1
1654,0,1,group_1
1596,0,1,group_1
1550,0,1,group_1
1834,0,1,group_1
1535,0,1,group_2
1634,0,1,group_1
1644,0,1,group_1
1572,0,1,group_1
1584,0,1,group_1
1794,0,1,group_1
1690,0,1,group_1
1790,0,1,group_1
1692,0,1,group_1
1714,0,1,group_1
1704,0,1,group_1
1552,0,1,group_1
1564,0,1,group_1
1573,0,1,group_2
1726,0,1,group_1
1562,0,1,group_1
1532,0,1,group_1
1213,1,1,group_2
1624,0,1,group_1
1816,0,1,group_1
1730,0,1,group_1
1608,0,1,group_1
1734,0,1,group_1
1796,0,1,group_1
1560,0,1,group_1
1756,0,1,group_1
1640,0,1,group_1
1643,0,1,group_2
1722,0,1,group_1
1646,0,1,group_1
1733,0,1,group_2
1652,0,1,group_1
1848,0,1,group_1
1622,0,1,group_1
1600,0,1,group_1
1720,0,1,group_1
1632,0,1,group_1
1524,0,1,group_1
1427,1,1,group_2
1798,0,1,group_1
1574,0,1,group_1
1830,0,1,group_1
1818,0,1,group_1
1738,0,1,group_1
1800,0,1,group_1
1546,0,1,group_1
1616,0,1,group_1
1808,0,1,group_1
1610,0,1,group_1
1528,0,1,group_1
1780,0,1,group_1
1842,0,1,group_1
1770,0,1,group_1
1658,0,1,group_1
1590,0,1,group_1
1708,0,1,group_1
1688,0,1,group_1
1648,0,1,group_1
1746,0,1,group_1
1686,0,1,group_1
1795,0,1,group_2
1721,0,1,group_2
1678,0,1,group_1
1840,0,1,group_1
1850,0,1,group_1
1822,0,1,group_1
1758,0,1,group_1
1676,0,1,group_1
1750,0,1,group_1
1812,0,1,group_1
1742,0,1,group_1
1736,0,1,group_1
1778,0,1,group_1
1605,0,1,group_2
1555,0,1,group_2
1536,0,1,group_1
1827,0,1,group_2
1647,0,1,group_2
1762,0,1,group_1
1548,0,1,group_1
1732,0,1,group_1
851,2,1,group_2
1826,0,1,group_1
1845,0,1,group_2
1698,0,1,group_1
1710,0,1,group_1
1706,0,1,group_1
1729,0,1,group_2
1520,0,1,group_1
1629,0,1,group_2
1586,0,1,group_1
1755,0,1,group_2
1680,0,1,group_1
1672,0,1,group_1
1554,0,1,group_1
1553,0,1,group_2
1685,0,1,group_2
1568,0,1,group_1
1682,0,1,group_1
1582,0,1,group_1
1810,0,1,group_1
1768,0,1,group_1
1533,0,1,group_2
1743,0,1,group_2
1636,0,1,group_1
1592,0,1,group_1
1766,0,1,group_1
1804,0,1,group_1
1783,0,1,group_2
1787,0,1,group_2
1836,0,1,group_1
1776,0,1,group_1
1841,0,1,group_2
1703,0,1,group_2
1518,0,1,group_1
1791,0,1,group_2
1684,0,1,group_1
1655,0,1,group_2
1651,0,1,group_2
1748,0,1,group_1
1639,0,1,group_2
1599,0,1,group_2
1275,1,1,group_2
1578,0,1,group_1
1846,0,1,group_1
1815,0,1,group_2
1839,0,1,group_2
1602,0,1,group_1
1614,0,1,group_1
1633,0,1,group_2
1630,0,1,group_1
1473,1,1,group_2
1570,0,1,group_1
1792,0,1,group_1
1774,0,1,group_1
1717,0,1,group_2
1696,0,1,group_1
1727,0,1,group_2
1718,0,1,group_1
1740,0,1,group_1
1534,0,1,group_1
1540,0,1,group_1
1829,0,1,group_2
1760,0,1,group_1
1671,0,1,group_2
1539,0,1,group_2
1689,0,1,group_2
1797,0,1,group_2
1832,0,1,group_1
1638,0,1,group_1
1835,0,1,group_2
1833,0,1,group_2
1681,0,1,group_2
1751,0,1,group_2
1283,1,1,group_2
1551,0,1,group_2
1620,0,1,group_1
1619,0,1,group_2
1700,0,1,group_1
1702,0,1,group_1
1824,0,1,group_1
915,2,1,group_2
1725,0,1,group_2
1728,0,1,group_1
1844,0,1,group_1
1691,0,1,group_2
1784,0,1,group_1
1477,1,1,group_2
1723,0,1,group_2
1125,2,1,group_2
1752,0,1,group_1
1593,0,1,group_2
1772,0,1,group_1
1253,1,1,group_2
1838,0,1,group_1
1724,0,1,group_1
1561,0,1,group_2
1662,0,1,group_1
1763,0,1,group_2
1585,0,1,group_2
1779,0,1,group_2
