login_id,allowed_notifications,battles_played_total,battles_played,payer,date_id,dau,group
381,True,15,15,False,0,1,group_2
224,False,14,14,False,0,1,group_1
338,False,5,5,False,0,1,group_1
102,False,4,4,False,0,1,group_1
18,False,23,23,False,0,1,group_1
308,True,3,3,False,0,1,group_1
80,True,1,1,False,0,1,group_1
292,False,2,2,False,0,1,group_1
272,True,6,6,False,0,1,group_1
195,True,6,6,False,0,1,group_2
163,True,16,16,False,0,1,group_2
58,True,2,2,False,0,1,group_1
56,False,3,3,False,0,1,group_1
311,False,9,9,False,0,1,group_2
51,True,12,12,False,0,1,group_2
135,True,25,25,False,0,1,group_2
32,False,4,4,False,0,1,group_1
86,True,3,3,False,0,1,group_1
198,False,8,8,False,0,1,group_1
270,False,14,14,False,0,1,group_1
240,True,9,9,False,0,1,group_1
10,False,2,2,False,0,1,group_1
168,True,3,3,False,0,1,group_1
234,True,0,0,False,0,1,group_1
172,True,2,2,False,0,1,group_1
119,False,19,19,False,0,1,group_2
286,True,2,2,False,0,1,group_1
69,False,7,7,False,0,1,group_2
269,False,13,13,False,0,1,group_2
131,True,7,7,False,0,1,group_2
376,True,4,4,False,0,1,group_1
35,False,27,27,False,0,1,group_2
235,True,7,7,False,0,1,group_2
186,True,9,9,False,0,1,group_1
324,True,3,3,False,0,1,group_1
120,True,5,5,False,0,1,group_1
133,True,25,25,False,0,1,group_2
208,True,5,5,False,0,1,group_1
103,True,6,6,False,0,1,group_2
200,False,2,2,False,0,1,group_1
87,True,10,10,False,0,1,group_2
74,True,1,1,False,0,1,group_1
302,True,2,2,False,0,1,group_1
114,True,1,1,False,0,1,group_1
322,False,2,2,False,0,1,group_1
288,True,7,7,False,0,1,group_1
90,False,3,3,False,0,1,group_1
336,True,3,3,False,0,1,group_1
3,False,17,17,False,0,1,group_2
132,False,4,4,False,0,1,group_1
236,False,2,2,False,0,1,group_1
344,True,5,5,False,0,1,group_1
47,True,8,8,False,0,1,group_2
94,True,2,2,False,0,1,group_1
63,True,13,13,False,0,1,group_2
109,True,12,12,False,0,1,group_2
201,True,11,11,False,0,1,group_2
89,True,16,16,False,0,1,group_2
366,False,0,0,False,0,1,group_1
185,True,8,8,False,0,1,group_2
92,False,9,9,False,0,1,group_1
194,False,5,5,False,0,1,group_1
257,False,24,24,False,0,1,group_2
225,False,14,14,False,0,1,group_2
34,False,2,2,False,0,1,group_1
209,False,5,5,False,0,1,group_2
27,True,6,6,False,0,1,group_2
203,True,7,7,False,0,1,group_2
205,False,16,16,False,0,1,group_2
321,True,5,5,False,0,1,group_2
259,False,7,7,False,0,1,group_2
196,False,3,3,False,0,1,group_1
42,False,2,2,False,0,1,group_1
161,True,6,6,False,0,1,group_2
251,True,10,10,False,0,1,group_2
46,False,7,7,False,0,1,group_1
144,False,2,2,False,0,1,group_1
325,True,9,9,False,0,1,group_2
30,False,5,5,False,0,1,group_1
12,True,2,2,False,0,1,group_1
212,False,4,4,False,0,1,group_1
250,False,3,3,False,0,1,group_1
375,False,6,6,False,0,1,group_2
176,True,3,3,False,0,1,group_1
164,False,1,1,False,0,1,group_1
6,True,11,11,False,0,1,group_1
88,True,4,4,False,0,1,group_1
356,True,8,8,False,0,1,group_1
110,True,3,3,False,0,1,group_1
61,False,13,13,False,0,1,group_2
142,True,4,4,False,0,1,group_1
147,True,6,6,False,0,1,group_2
145,True,8,8,False,0,1,group_2
48,True,2,2,False,0,1,group_1
180,True,7,7,False,0,1,group_1
96,True,4,4,False,0,1,group_1
217,True,8,8,False,0,1,group_2
289,True,6,6,False,0,1,group_2
296,True,3,3,False,0,1,group_1
330,False,5,5,False,0,1,group_1
260,False,2,2,False,0,1,group_1
125,False,7,7,False,0,1,group_2
111,True,5,5,False,0,1,group_2
77,True,6,6,False,0,1,group_2
173,True,8,8,False,0,1,group_2
75,False,10,10,False,0,1,group_2
25,False,12,12,False,0,1,group_2
364,True,2,2,False,0,1,group_1
371,True,6,6,False,0,1,group_2
99,False,13,13,False,0,1,group_2
281,True,6,6,False,0,1,group_2
178,False,0,0,False,0,1,group_1
78,True,3,3,False,0,1,group_1
244,False,2,2,False,0,1,group_1
54,True,2,2,False,0,1,group_1
335,True,5,5,False,0,1,group_2
326,False,5,5,False,0,1,group_1
22,True,1,1,False,0,1,group_1
117,False,8,8,False,0,1,group_2
108,True,2,2,False,0,1,group_1
170,False,3,3,False,0,1,group_1
113,True,7,7,False,0,1,group_2
228,False,3,3,False,0,1,group_1
354,False,1,1,False,0,1,group_1
337,True,6,6,False,0,1,group_2
277,True,6,6,False,0,1,group_2
127,True,8,8,False,0,1,group_2
2,True,4,4,False,0,1,group_1
214,False,2,2,False,0,1,group_1
361,False,6,6,False,0,1,group_2
341,False,5,5,False,0,1,group_2
143,True,7,7,False,0,1,group_2
710,True,25,25,False,1,1,group_1
708,True,16,16,False,1,1,group_1
384,True,23,23,False,1,1,group_1
576,True,27,27,False,1,1,group_1
510,True,42,42,True,1,1,group_1
514,False,8,8,False,1,1,group_1
582,True,4,4,False,1,1,group_1
783,False,16,16,False,1,1,group_2
726,False,14,14,False,1,1,group_1
418,True,21,21,False,1,1,group_1
706,True,10,10,False,1,1,group_1
670,True,13,13,False,1,1,group_1
452,True,7,7,False,1,1,group_1
700,True,34,34,False,1,1,group_1
528,True,5,5,False,1,1,group_1
772,True,18,18,False,1,1,group_1
678,True,1,1,False,1,1,group_1
476,True,19,19,False,1,1,group_1
784,True,14,14,False,1,1,group_1
580,True,7,7,True,1,1,group_1
634,True,12,12,False,1,1,group_1
520,True,5,5,False,1,1,group_1
724,True,11,11,False,1,1,group_1
674,True,16,16,False,1,1,group_1
614,False,4,4,False,1,1,group_1
596,True,32,32,False,1,1,group_1
711,True,21,21,False,1,1,group_2
550,True,15,15,False,1,1,group_1
508,True,13,13,False,1,1,group_1
394,False,15,15,False,1,1,group_1
732,True,9,9,False,1,1,group_1
560,True,18,18,False,1,1,group_1
654,False,16,16,False,1,1,group_1
548,True,29,29,False,1,1,group_1
738,True,12,12,False,1,1,group_1
616,True,29,29,False,1,1,group_1
720,True,21,21,False,1,1,group_1
554,True,5,5,False,1,1,group_1
680,False,12,12,False,1,1,group_1
406,True,5,5,False,1,1,group_1
704,False,5,5,False,1,1,group_1
390,True,17,17,True,1,1,group_1
586,False,9,9,False,1,1,group_1
702,False,4,4,False,1,1,group_1
445,True,9,9,False,1,1,group_2
458,False,2,2,False,1,1,group_1
728,True,14,14,False,1,1,group_1
640,False,16,16,False,1,1,group_1
460,True,9,9,False,1,1,group_1
546,True,12,12,False,1,1,group_1
420,True,12,12,False,1,1,group_1
630,True,2,2,False,1,1,group_1
659,True,21,21,False,1,1,group_2
530,True,7,7,False,1,1,group_1
642,True,2,2,False,1,1,group_1
424,False,3,3,False,1,1,group_1
644,True,2,2,False,1,1,group_1
764,False,3,3,False,1,1,group_1
569,True,19,19,False,1,1,group_2
414,False,8,8,False,1,1,group_1
564,True,1,1,False,1,1,group_1
556,True,7,7,False,1,1,group_1
462,True,8,8,False,1,1,group_1
600,False,11,11,False,1,1,group_1
771,True,20,20,False,1,1,group_2
664,False,13,13,False,1,1,group_1
718,True,12,12,False,1,1,group_1
470,True,13,13,False,1,1,group_1
608,True,4,4,False,1,1,group_1
658,False,9,9,False,1,1,group_1
534,True,2,2,False,1,1,group_1
538,False,2,2,False,1,1,group_1
430,True,26,26,False,1,1,group_1
737,True,10,10,False,1,1,group_2
786,True,3,3,False,1,1,group_1
612,True,27,27,False,1,1,group_1
500,False,31,31,False,1,1,group_1
524,True,3,3,False,1,1,group_1
440,True,20,20,False,1,1,group_1
656,True,3,3,False,1,1,group_1
393,True,7,7,False,1,1,group_2
497,False,10,10,False,1,1,group_2
562,False,1,1,False,1,1,group_1
317,True,6,1,True,1,1,group_2
549,False,15,15,False,1,1,group_2
648,False,10,10,False,1,1,group_1
696,True,2,2,False,1,1,group_1
712,True,9,9,False,1,1,group_1
511,True,14,14,True,1,1,group_2
428,True,15,15,False,1,1,group_1
628,True,12,12,False,1,1,group_1
494,False,16,16,False,1,1,group_1
746,True,4,4,False,1,1,group_1
558,True,9,9,False,1,1,group_1
388,True,10,10,False,1,1,group_1
522,True,6,6,False,1,1,group_1
305,False,5,1,False,1,1,group_2
684,True,15,15,False,1,1,group_1
398,True,3,3,False,1,1,group_1
627,False,8,8,False,1,1,group_2
666,False,5,5,False,1,1,group_1
584,True,2,2,False,1,1,group_1
752,False,29,29,False,1,1,group_1
492,True,3,3,False,1,1,group_1
544,False,9,9,False,1,1,group_1
787,True,17,17,False,1,1,group_2
403,True,13,13,False,1,1,group_2
29,True,42,38,False,1,1,group_2
618,False,5,5,False,1,1,group_1
484,False,1,1,False,1,1,group_1
472,False,2,2,False,1,1,group_1
434,False,4,4,False,1,1,group_1
643,True,8,8,False,1,1,group_2
552,True,5,5,False,1,1,group_1
685,False,14,14,False,1,1,group_2
770,True,15,15,False,1,1,group_1
781,False,10,10,False,1,1,group_2
679,True,26,26,False,1,1,group_2
387,True,15,15,False,1,1,group_2
694,False,2,2,False,1,1,group_1
622,False,5,5,False,1,1,group_1
578,False,4,4,False,1,1,group_1
410,True,4,4,False,1,1,group_1
620,True,9,9,False,1,1,group_1
725,True,13,13,False,1,1,group_2
400,False,3,3,False,1,1,group_1
624,False,4,4,False,1,1,group_1
422,False,8,8,False,1,1,group_1
638,False,21,21,False,1,1,group_1
782,True,3,3,False,1,1,group_1
419,False,21,21,False,1,1,group_2
518,False,2,2,False,1,1,group_1
504,False,9,9,False,1,1,group_1
444,True,3,3,False,1,1,group_1
590,False,3,3,False,1,1,group_1
396,True,1,1,False,1,1,group_1
540,False,5,5,False,1,1,group_1
482,True,8,8,False,1,1,group_1
557,True,12,12,False,1,1,group_2
507,False,16,16,False,1,1,group_2
480,True,0,0,False,1,1,group_1
408,True,1,1,False,1,1,group_1
478,True,2,2,False,1,1,group_1
382,False,3,3,False,1,1,group_1
646,False,3,3,False,1,1,group_1
788,False,7,7,False,1,1,group_1
727,False,11,11,False,1,1,group_2
661,True,21,21,False,1,1,group_2
688,False,3,3,True,1,1,group_1
722,False,3,3,False,1,1,group_1
762,True,4,4,True,1,1,group_1
589,True,7,7,False,1,1,group_2
459,True,24,24,False,1,1,group_2
698,True,11,11,False,1,1,group_1
539,False,19,19,False,1,1,group_2
429,True,14,14,False,1,1,group_2
774,False,3,3,False,1,1,group_1
636,True,2,2,False,1,1,group_1
632,False,2,2,False,1,1,group_1
742,True,8,8,False,1,1,group_1
579,False,18,18,False,1,1,group_2
662,False,3,3,False,1,1,group_1
768,False,6,6,False,1,1,group_1
677,False,12,12,False,1,1,group_2
676,False,2,2,False,1,1,group_1
435,True,22,22,False,1,1,group_2
521,True,13,13,False,1,1,group_2
758,True,9,9,False,1,1,group_1
451,True,10,10,False,1,1,group_2
474,True,3,3,False,1,1,group_1
660,True,2,2,False,1,1,group_1
402,False,2,2,False,1,1,group_1
668,False,5,5,False,1,1,group_1
570,True,8,8,False,1,1,group_1
778,False,7,7,False,1,1,group_1
512,False,4,4,False,1,1,group_1
486,True,1,1,False,1,1,group_1
606,True,1,1,False,1,1,group_1
488,False,11,11,False,1,1,group_1
775,False,13,13,False,1,1,group_2
609,True,5,5,False,1,1,group_2
598,False,2,2,False,1,1,group_1
637,True,11,11,False,1,1,group_2
767,True,14,14,False,1,1,group_2
751,True,11,11,False,1,1,group_2
602,True,10,10,False,1,1,group_1
736,True,4,4,False,1,1,group_1
568,False,8,8,False,1,1,group_1
547,True,5,5,False,1,1,group_2
509,True,9,9,False,1,1,group_2
769,True,11,11,False,1,1,group_2
423,False,6,6,False,1,1,group_2
559,False,19,19,False,1,1,group_2
641,True,10,10,False,1,1,group_2
740,True,9,9,False,1,1,group_1
691,True,12,12,False,1,1,group_2
750,True,7,7,False,1,1,group_1
756,False,2,2,False,1,1,group_1
682,False,2,2,False,1,1,group_1
468,False,3,3,False,1,1,group_1
466,True,10,10,False,1,1,group_1
594,True,7,7,False,1,1,group_1
647,False,33,33,False,1,1,group_2
502,True,3,3,False,1,1,group_1
392,False,2,2,False,1,1,group_1
391,True,11,11,False,1,1,group_2
329,False,6,2,False,1,1,group_2
604,True,6,6,False,1,1,group_1
617,False,11,11,False,1,1,group_2
766,True,13,13,False,1,1,group_1
744,False,5,5,False,1,1,group_1
490,True,2,2,False,1,1,group_1
449,True,20,20,False,1,1,group_2
517,True,14,14,False,1,1,group_2
626,False,4,4,False,1,1,group_1
542,False,14,14,False,1,1,group_1
585,False,9,9,False,1,1,group_2
469,True,16,16,False,1,1,group_2
409,True,7,7,False,1,1,group_2
734,False,3,3,False,1,1,group_1
404,True,3,3,False,1,1,group_1
716,True,3,3,False,1,1,group_1
599,True,15,15,False,1,1,group_2
695,False,6,6,False,1,1,group_2
571,True,6,6,False,1,1,group_2
754,False,6,6,False,1,1,group_1
496,True,1,1,False,1,1,group_1
536,True,1,1,False,1,1,group_1
386,True,3,3,False,1,1,group_1
432,True,3,3,False,1,1,group_1
780,True,2,2,False,1,1,group_1
487,False,8,8,False,1,1,group_2
489,True,6,6,False,1,1,group_2
645,True,8,8,False,1,1,group_2
747,True,9,9,False,1,1,group_2
535,False,11,11,False,1,1,group_2
421,True,6,6,False,1,1,group_2
436,True,4,4,False,1,1,group_1
416,False,1,1,False,1,1,group_1
730,True,0,0,False,1,1,group_1
565,True,8,8,False,1,1,group_2
433,True,7,7,False,1,1,group_2
610,True,10,10,False,1,1,group_1
412,True,1,1,False,1,1,group_1
761,True,10,10,False,1,1,group_2
567,True,7,7,False,1,1,group_2
438,True,1,1,False,1,1,group_1
671,True,5,5,False,1,1,group_2
481,False,6,6,False,1,1,group_2
283,False,6,2,False,1,1,group_2
473,True,10,10,False,1,1,group_2
485,True,5,5,False,1,1,group_2
607,True,14,14,False,1,1,group_2
655,True,5,5,False,1,1,group_2
439,True,17,17,False,1,1,group_2
652,False,3,3,False,1,1,group_1
519,True,6,6,False,1,1,group_2
464,True,2,2,False,1,1,group_1
686,True,9,9,False,1,1,group_1
475,False,9,9,False,1,1,group_2
446,True,2,2,False,1,1,group_1
457,True,8,8,False,1,1,group_2
574,True,0,0,False,1,1,group_1
572,False,4,4,False,1,1,group_1
741,True,6,6,False,1,1,group_2
437,True,5,5,False,1,1,group_2
11,True,5,1,False,1,1,group_2
619,True,7,7,False,1,1,group_2
454,True,5,5,False,1,1,group_1
733,False,7,7,False,1,1,group_2
591,True,6,6,False,1,1,group_2
581,True,7,7,False,1,1,group_2
703,False,7,7,False,1,1,group_2
776,False,2,2,False,1,1,group_1
456,False,5,5,False,1,1,group_1
692,True,3,3,False,1,1,group_1
663,True,6,6,False,1,1,group_2
777,True,7,7,False,1,1,group_2
785,True,8,8,False,1,1,group_2
672,True,2,2,False,1,1,group_1
379,True,8,3,False,1,1,group_2
773,True,7,7,False,1,1,group_2
516,False,4,4,False,1,1,group_1
713,True,14,14,False,1,1,group_2
417,True,5,5,False,1,1,group_2
187,True,5,0,True,1,1,group_2
157,False,6,6,False,1,1,group_2
532,False,2,2,False,1,1,group_1
739,True,6,6,False,1,1,group_2
693,True,5,5,False,1,1,group_2
526,False,3,3,False,1,1,group_1
592,False,3,3,False,1,1,group_1
426,False,4,4,False,1,1,group_1
729,False,5,5,False,1,1,group_2
689,True,5,5,False,1,1,group_2
442,True,1,1,False,1,1,group_1
625,True,5,5,False,1,1,group_2
566,False,2,2,False,1,1,group_1
714,True,4,4,False,1,1,group_1
506,False,1,1,False,1,1,group_1
633,False,7,7,False,1,1,group_2
503,True,7,7,False,1,1,group_2
541,False,8,8,False,1,1,group_2
743,True,5,5,False,1,1,group_2
748,True,3,3,False,1,1,group_1
651,False,7,7,False,1,1,group_2
467,True,5,5,False,1,1,group_2
690,False,2,2,False,1,1,group_1
450,False,4,4,False,1,1,group_1
577,False,5,5,False,1,1,group_2
483,True,6,6,False,1,1,group_2
765,True,5,5,False,1,1,group_2
615,True,6,6,False,1,1,group_2
760,False,4,4,False,1,1,group_1
227,False,6,2,False,1,1,group_2
701,True,7,7,False,1,1,group_2
588,False,2,2,False,1,1,group_1
448,True,1,1,False,1,1,group_1
650,False,5,5,False,1,1,group_1
441,True,5,5,False,1,1,group_2
498,True,4,4,False,1,1,group_1
1160,True,7,7,False,2,1,group_1
1116,True,16,16,False,2,1,group_1
1054,True,9,9,False,2,1,group_1
828,False,9,9,False,2,1,group_1
812,False,29,29,False,2,1,group_1
1048,False,6,6,False,2,1,group_1
957,True,21,21,False,2,1,group_2
956,False,12,12,False,2,1,group_1
888,False,6,6,False,2,1,group_1
994,True,17,17,False,2,1,group_1
993,True,16,16,False,2,1,group_2
1120,True,9,9,False,2,1,group_1
856,True,15,15,False,2,1,group_1
842,True,21,21,True,2,1,group_1
1018,False,32,32,False,2,1,group_1
940,False,17,17,False,2,1,group_1
1128,True,24,24,False,2,1,group_1
1111,False,42,42,False,2,1,group_2
976,False,1,1,False,2,1,group_1
1196,True,32,32,False,2,1,group_1
977,False,15,15,False,2,1,group_2
968,False,8,8,False,2,1,group_1
790,True,2,2,False,2,1,group_1
1152,True,10,10,False,2,1,group_1
984,True,9,9,False,2,1,group_1
1164,True,7,7,False,2,1,group_1
1019,True,11,11,False,2,1,group_2
1102,True,7,7,False,2,1,group_1
1108,False,3,3,False,2,1,group_1
948,False,3,3,False,2,1,group_1
870,True,13,13,False,2,1,group_1
1094,True,8,8,False,2,1,group_1
875,True,16,16,False,2,1,group_2
1036,True,4,4,False,2,1,group_1
987,False,36,36,False,2,1,group_2
996,True,2,2,False,2,1,group_1
1138,True,20,20,False,2,1,group_1
531,False,10,6,False,2,1,group_2
838,True,17,17,False,2,1,group_1
793,True,30,30,False,2,1,group_2
1030,False,4,4,False,2,1,group_1
1121,True,11,11,False,2,1,group_2
1064,True,10,10,False,2,1,group_1
946,True,2,2,False,2,1,group_1
1088,True,14,14,False,2,1,group_1
1092,False,4,4,False,2,1,group_1
852,True,12,12,False,2,1,group_1
1098,True,2,2,False,2,1,group_1
899,True,13,13,False,2,1,group_2
1192,False,3,3,False,2,1,group_1
950,False,5,5,False,2,1,group_1
1132,True,8,8,False,2,1,group_1
934,True,2,2,False,2,1,group_1
878,True,21,21,False,2,1,group_1
913,False,41,41,False,2,1,group_2
802,True,4,4,False,2,1,group_1
1038,True,5,5,False,2,1,group_1
1049,True,13,13,False,2,1,group_2
874,True,25,25,False,2,1,group_1
667,False,7,4,False,2,1,group_2
979,True,22,22,False,2,1,group_2
808,False,2,2,False,2,1,group_1
1190,False,5,5,False,2,1,group_1
1144,False,5,5,False,2,1,group_1
1090,True,2,2,False,2,1,group_1
880,False,16,16,False,2,1,group_1
848,False,16,16,False,2,1,group_1
1056,True,21,21,False,2,1,group_1
867,True,17,17,False,2,1,group_2
990,False,5,5,False,2,1,group_1
1178,False,18,18,False,2,1,group_1
1004,False,8,8,False,2,1,group_1
1042,False,11,11,False,2,1,group_1
912,True,10,10,False,2,1,group_1
1148,True,1,1,False,2,1,group_1
1041,True,29,29,False,2,1,group_2
822,True,8,8,False,2,1,group_1
841,True,18,18,False,2,1,group_2
1172,True,14,14,False,2,1,group_1
821,False,19,19,False,2,1,group_2
1198,True,9,9,False,2,1,group_1
906,False,2,2,False,2,1,group_1
824,True,2,2,False,2,1,group_1
1024,True,12,12,False,2,1,group_1
825,True,12,12,False,2,1,group_2
1186,True,18,18,False,2,1,group_1
1104,True,16,16,False,2,1,group_1
830,False,5,5,False,2,1,group_1
1122,True,5,5,False,2,1,group_1
928,True,2,2,False,2,1,group_1
1130,True,12,12,False,2,1,group_1
1046,True,4,4,False,2,1,group_1
897,True,44,44,False,2,1,group_2
1168,False,3,3,False,2,1,group_1
894,True,5,5,False,2,1,group_1
898,False,6,6,False,2,1,group_1
1040,True,9,9,False,2,1,group_1
978,False,3,3,False,2,1,group_1
854,True,3,3,False,2,1,group_1
988,False,5,5,False,2,1,group_1
820,False,5,5,False,2,1,group_1
923,False,25,25,False,2,1,group_2
1165,True,28,28,False,2,1,group_2
1060,False,8,8,False,2,1,group_1
1105,True,6,6,True,2,1,group_2
1053,True,16,16,False,2,1,group_2
826,False,6,6,False,2,1,group_1
1082,False,9,9,False,2,1,group_1
1110,False,4,4,False,2,1,group_1
926,True,12,12,False,2,1,group_1
850,True,5,5,False,2,1,group_1
1184,True,11,11,False,2,1,group_1
846,False,10,10,False,2,1,group_1
1033,True,16,16,False,2,1,group_2
1016,True,8,8,False,2,1,group_1
801,False,10,10,False,2,1,group_2
1166,True,11,11,False,2,1,group_1
1180,False,1,1,False,2,1,group_1
969,True,20,20,True,2,1,group_2
914,True,2,2,False,2,1,group_1
1156,False,17,17,True,2,1,group_1
1058,False,1,1,False,2,1,group_1
1028,False,3,3,False,2,1,group_1
1020,True,12,12,False,2,1,group_1
1066,False,7,7,False,2,1,group_1
1034,False,7,7,False,2,1,group_1
1026,True,2,2,False,2,1,group_1
949,False,9,9,False,2,1,group_2
1158,True,5,5,False,2,1,group_1
1027,False,35,35,False,2,1,group_2
836,True,3,3,False,2,1,group_1
833,True,21,21,True,2,1,group_2
1182,True,8,8,False,2,1,group_1
1159,True,7,7,False,2,1,group_2
924,True,1,1,False,2,1,group_1
1080,True,2,2,False,2,1,group_1
819,True,26,26,False,2,1,group_2
1044,True,5,5,False,2,1,group_1
813,False,12,12,False,2,1,group_2
951,False,11,11,False,2,1,group_2
463,False,6,2,False,2,1,group_2
887,True,20,20,False,2,1,group_2
918,True,9,9,False,2,1,group_1
1103,True,9,9,False,2,1,group_2
1137,False,7,7,False,2,1,group_2
839,False,17,17,False,2,1,group_2
1134,True,6,6,False,2,1,group_1
1194,True,5,5,False,2,1,group_1
1072,True,8,8,False,2,1,group_1
908,True,15,15,False,2,1,group_1
1078,True,0,0,False,2,1,group_1
992,True,7,7,False,2,1,group_1
972,False,3,3,False,2,1,group_1
1176,True,13,13,False,2,1,group_1
1140,True,5,5,False,2,1,group_1
1022,False,2,2,False,2,1,group_1
683,True,5,2,False,2,1,group_2
1145,False,14,14,False,2,1,group_2
929,True,10,10,False,2,1,group_2
798,False,9,9,False,2,1,group_1
814,True,13,13,False,2,1,group_1
986,True,3,3,False,2,1,group_1
1074,True,2,2,False,2,1,group_1
1100,False,5,5,False,2,1,group_1
884,True,3,3,False,2,1,group_1
974,True,4,4,False,2,1,group_1
799,False,8,8,False,2,1,group_2
